Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
Non specificata,VIALE,VIGLIANI PAOLO ONORATO,22,6422,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
arci ugo brenna,VIA,F.LLI ZOIA,89,6306,7,accesso interno,63,Non specificato,somministrazione,Assente,al banco,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
asital club,VIA,FRISI PAOLO,11,2190,3,accesso esterno,142,Non specificato,somministrazione,Assente,al banco,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
ass.cult.indiana sandya,VIA,VOGHERA,16,5123,6,accesso esterno,32,Non specificato,somministrazione,Assente,al banco,190.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
associazione reset,VIA,STATUTO,10,1029,1,accesso interno,175,Non specificato,somministrazione,Assente,al banco,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
c/o amici sosten.aprile91,VIA,BARI,2,5218,6,accesso interno,41,Non specificato,somministrazione,Assente,al banco,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,BUENOS AIRES,26,2129,3,accesso esterno,82,Non specificato,somministrazione,Assente,al banco,34.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,BUENOS AIRES,79,2129,3,accesso interno,7,english friends club,somministrazione,Assente,al banco,135.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,DI PORTA NUOVA,23,1044,1,accesso interno,0,azienda ospedaliera fatebe,somministrazione,Assente,al banco,90.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,CORSO,DI PORTA VITTORIA,16,3016,1,accesso interno,200,Non specificato,somministrazione,Assente,al banco,25.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,ITALIA,58,526,1,accesso interno,0,scuola militare teulie',somministrazione,Assente,al banco,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,CORSO,SEMPIONE,76,7137,8,accesso interno,45,Non specificato,somministrazione,Assente,al banco,183.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,VENEZIA,16,238,1,accesso interno,187,bar circolo il nostro club,somministrazione,Assente,al banco,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
Non specificata,FORO,BUONAPARTE,74,711,1,accesso interno,240,Non specificato,somministrazione,Assente,al banco,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bar/multisala excelsior,GALLERIA,DEL CORSO,4,305,1,accesso interno,360,Non specificato,somministrazione,Assente,al banco,24.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
int.piccolo teatro,LARGO,GRASSI PAOLO,2,7073,1,accesso interno,0,Non specificato,somministrazione,Assente,al banco,42.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZALE,BRESCIA,20,6554,7,accesso interno,0,istituto auxologico italia,somministrazione,Assente,al banco,103.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,DEGLI AFFARI,6,621,1,accesso interno,0,borsa italiana,somministrazione,Assente,al banco,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bar caffe,PIAZZA,DEL TRICOLORE,4,3047,1,accesso interno,1,Non specificato,somministrazione,Assente,al banco,31.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
interno palestra,PIAZZA,DIAZ ARMANDO,6,339,1,accesso interno,448,bar ist. di design srl,somministrazione,Assente,al banco,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,PIAZZA,LUIGI DI SAVOIA,24,2260,2,accesso interno,21,Non specificato,somministrazione,Assente,al banco,78.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
comando aeronautica,PIAZZA,NOVELLI ERMETE,1,3110,3,accesso interno,153,Non specificato,somministrazione,Assente,al banco,200.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,OVIDIO,000,3324,4,accesso interno,55,Non specificato,somministrazione,Assente,al banco,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,PIEMONTE,12,6254,7,accesso interno,0,teatro nazionale,somministrazione,Assente,al banco,145.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,QUATTRO NOVEMBRE,007,1199,2,accesso interno,0,uffici,somministrazione,Assente,al banco,81.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,PIAZZA,SAN MATERNO,15,2423,3,accesso interno,2,parrocchia,somministrazione,Assente,al banco,41.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,SAN SEPOLCRO,9,567,1,accesso interno,429,Non specificato,somministrazione,Assente,al banco,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
questura garibaldi,PIAZZA,SANT' AMBROGIO,5,643,1,accesso interno,339,Non specificato,somministrazione,Assente,al banco,133.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,SANT' EUSTORGIO,1,5186,1,accesso interno,126,parrocchia s. eustorgio,somministrazione,minuto,al banco,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,SANTO STEFANO,12,354,1,accesso interno,321,Non specificato,somministrazione,Assente,al banco,220.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,SANTO STEFANO,7,354,1,accesso interno,472,Non specificato,somministrazione,Assente,al banco,205.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,SRAFFA ANGELO,11,4042,5,accesso interno,102,Non specificato,somministrazione,Assente,al banco,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,VILLAPIZZONE,10,7273,8,accesso interno,171,parrocchia s. martino,somministrazione,Assente,al banco,110.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARSIA,3,7472,8,accesso interno,89,Non specificato,somministrazione,Assente,al banco,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARSIA,7,7472,8,accesso interno,89,Non specificato,somministrazione,Assente,al banco,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BARRELLA GIOVANNI,4,7534,8,accesso interno,117,Non specificato,somministrazione,minuto,al banco,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BECCARIA CESARE,19,307,1,accesso interno,0,comando vigili urbani,somministrazione,Assente,al banco,106.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BENACO,1,4143,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,75.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BENADIR,14,2380,2,accesso interno,286,Non specificato,somministrazione,Assente,al banco,109.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BEZZECCA,12,3075,4,accesso interno,50,Non specificato,somministrazione,Assente,al banco,115.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BITONTO,3,1366,9,accesso interno,165,circolo arci,somministrazione,Assente,al banco,64.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BOFFALORA,110,5359,6,accesso interno,91,parrocchia,somministrazione,Assente,al banco,82.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BOIFAVA PIETRO,006,5341,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,177.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BONVESIN DE LA RIVA,2,3087,4,accesso interno,38,Non specificato,somministrazione,Assente,misto,176.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BOTTA CARLO,10,4069,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,130.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BREDA ERNESTO,158,2342,2,accesso interno,26,Non specificato,somministrazione,Assente,al banco,62.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BRONI,10,4261,5,accesso interno,0,Non specificato,somministrazione,Assente,al banco,152.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BRONZINO,21,2191,3,accesso interno,0,Non specificato,somministrazione,Assente,al banco,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,BUSSOLA DIONIGI,9,5405,6,accesso esterno,9,club savana,somministrazione,Assente,al banco,135.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
